Entry	Gene Names	Function [CC]	Catalytic activity	EC number	gene_name	PubMed_IDs	Merged_Functions	Curated_Functions	Is_Metabolic	GO_MF	GO_BP	MetaCyc_Comment	MetaCyc_Less_Complete
P0AE14	ampE b0111 JW0107	FUNCTION: Putative signaling protein in beta-lactamase regulation. AmpE seems not to act as a direct sensor for beta-lactams.			ampE b0111 JW0107								skip
P0AE28	aroM b0390 JW0381	FUNCTION: This protein of unknown function is encoded by a gene that cotranscribes with the aroL gene, which codes for shikimate kinase II.			aroM b0390 JW0381								skip
P0AE42	yqaE b2666 JW2641				yqaE b2666 JW2641	18978044,25246476	The article describes yqaE as a highly conserved gene that encodes a predicted inner membrane protein of unknown function. It is noted that yqaE expression is strongly down‑regulated by the CyaR sRNA at the post‑transcriptional level. Additional observations in the discussion suggest that yqaE may be stress‑responsive: its expression increases under hyperosmotic shock, low pH, low temperature, salt stress, and dehydration, and it may be regulated by the sigma factor RpoS. No specific biochemical activity or physiological role is defined beyond being a conserved membrane protein potentially involved in stress responses. {PubMed:18978044}. YqaE is an inner‑membrane protein whose expression is controlled by the Cpx envelope‑stress response. CpxR directly binds the yqaE promoter and activates its transcription, while the Cpx‑repressed sRNA CyaR represses yqaE translation, creating a coherent feed‑forward loop that ensures YqaE is produced mainly when the Cpx pathway is active. The precise physiological role of YqaE is not defined in the article, but a yqaE deletion mutant shows increased resistance to several envelope‑damaging compounds, suggesting that YqaE expression makes cells more sensitive to certain envelope stresses. {PubMed:25246476}.	YqaE is a highly conserved inner‑membrane protein. {PubMed:18978044, PubMed:25246476}. Expression of yqaE is transcriptionally activated by the response regulator CpxR of the Cpx envelope‑stress response. {PubMed:25246476}. Translation of yqaE is repressed by the Cpx‑repressed sRNA CyaR, resulting in strong post‑transcriptional down‑regulation. {PubMed:18978044, PubMed:25246476}. yqaE expression is up‑regulated under hyperosmotic shock, low pH, low temperature, salt stress and dehydration, and may be controlled by the stationary‑phase sigma factor RpoS. {PubMed:18978044}. Deletion of yqaE increases resistance to several envelope‑damaging compounds, indicating that YqaE sensitizes cells to envelope stress. {PubMed:25246476}.	No	other molecular function	response to stimulus		skip
P0AE48	ytfP b4222 JW4181	FUNCTION: May play a role in antibiotic biosynthesis. {ECO:0000305}.			ytfP b4222 JW4181								skip
P0AE58	caiF b0034 JW0033	FUNCTION: Potential transcriptional activator of carnitine metabolism.			caiF b0034 JW0033								skip
P0AE63	chaB b1217 JW1208	FUNCTION: Might be a regulator of the sodium-potassium/proton antiporter ChaA. {ECO:0000250|UniProtKB:P0AE65}.			chaB b1217 JW1208								skip
P0AE74	citT ybdS b0612 JW0604	FUNCTION: Responsible for the uptake of citrate in exchange with the efflux of succinate, fumarate or tartrate. Has a relatively broad specificity for C(4)-dicarboxylates and tricarboxylates (PubMed:9696764). {ECO:0000269|PubMed:9696764}.			citT ybdS b0612 JW0604							CitT is a putative citrate/succinate antiporter, with the potential to support citrate uptake under anaerobic conditions. In aerobic conditions, E. coli cannot grow with citrate as a sole carbon and energy source due to a lack of transport (see |CITS: |). Under anaerobic conditions, citrate can be utilised if an oxidizable cosubstrate is present such as glycerol or glucose. Expression of the cloned citT gene conferred the ability to utilise citrate in aerobic conditions. Whole cell transport assays indicated that CitT mediated exchange of citrate with citrate, succinate, tartrate or fumarate |CITS: |. Since succinate is the end product of citrate fermentation, it seems probable that CitT functions physiologically as a citrate/succinate exchanger in anaerobic conditions |CITS: |. Consistent with this supposition, CitT is a member of the DASS family of di- and tri-carboxylic acid transporters. The citT gene is located in an operon including the genes for citrate lyase.	skip
P0AE78	corC ybeX b0658 JW0655	FUNCTION: Plays a role in the transport of magnesium and cobalt ions. {ECO:0000250}.			corC ybeX b0658 JW0655								skip
P0AE91	creA yjjD b4397 JW4360				creA yjjD b4397 JW4360	85300,33185791,378961,6997943,18375564,33036498,412251,7044895,37279865,27688074	creA encodes a hypothetical open reading frame within the creABCD locus. The article reports that CreA is not required for activation of the CreBC‑dependent cre regulon; deletion of creA does not abolish cre regulon expression and in fact leads to a modest increase in reporter gene activity, suggesting CreA may exert a slight repressive influence. No specific biochemical activity or regulatory mechanism for CreA is described, and its precise role remains undefined. {PubMed:18375564}.	May exert a slight repressive influence on the CreBC‑dependent cre regulon. {PubMed:18375564}.	Yes	dna binding, dna binding transcription factor activity, transcription factor binding	signaling; response to stimulus		skip
P0AEB7	yoaB b1809 JW5295				yoaB b1809 JW5295								skip
P0AEC0	yoaE b1816 JW1805				yoaE b1816 JW1805								skip
P0AEH3	elaA yfbC b2267 JW2262				elaA yfbC b2267 JW2262	31511614,29408200							skip
P0AEH8	yjiG b4329 JW4292				yjiG b4329 JW4292								skip
P0AEL8	fimZ ybcA b0535 JW5073				fimZ ybcA b0535 JW5073	36057789,17222132,10816478,11133935,11807085,12951338,9973358,12618449,11359580	fimZ is listed among the fimbriae‑related genes that are induced during E. coli biofilm development. The article reports that fimZ (together with ydeQRS, yhcA, ppdD and sfmF) shows up‑regulation of up to 30‑fold at all biofilm stages, with the strongest induction in mature 24‑hour biofilms (B24) compared with earlier time points. This indicates that fimZ participates in the fimbriae system that contributes to cell adhesion and biofilm formation. {PubMed:17222132}. FimZ is a positive transcriptional activator required for expression of the major type 1 fimbrial subunit gene fimA in Salmonella enterica serovar Typhimurium. Mutants lacking fimZ are phenotypically non‑fimbriate and exhibit markedly reduced fimA transcription. Biochemical studies showed that FimZ binds directly to the fimA promoter region, approximately 100 bp upstream of the transcription start site, indicating direct DNA‑binding activity. Sequence analysis links FimZ to other bacterial transcriptional regulators such as BvgA, supporting its role as a regulator of fimbrial gene expression. {PubMed:10816478}. FimZ is a DNA‑binding transcriptional activator that is essential for expression of the type 1 fimbrial operon in Salmonella enterica serovar Typhimurium. The protein binds to a region upstream of the fimA promoter and promotes transcription of fimA, the major fimbrial subunit gene. FimZ functions together with the co‑activator FimY to activate fimA expression, and its activity is related to two‑component response regulators (e.g., BvgA), suggesting that it may require phosphorylation for full activity. In addition, the negative regulator FimW can interact with FimZ, interfering with FimZ‑mediated activation of fimA. Thus, FimZ acts as a positive regulator of type 1 fimbrial production. {PubMed:11133935}. FimZ is a response‑regulator–type transcriptional activator that directly binds the fimA promoter and positively regulates expression of the type 1 fimbrial operon in Salmonella enterica serovar Typhimurium. Overproduction of FimZ causes hyperfimbriation and, concurrently, represses the flagellar master operon flhDC, leading to reduced transcription of class 2 and class 3 flagellar genes (including fliC and fljB) and a marked decrease in bacterial motility. Thus, FimZ functions as a molecular link that coordinates opposite regulation of fimbrial adhesion structures and flagellar motility, favoring fimbrial expression while down‑regulating flagellum synthesis. {PubMed:11807085}. Overexpression of fimZ confers resistance to the cephalosporin cefalothin. This resistance is dependent on the chromosomal ampC β‑lactamase, because a strain lacking ampC shows no fimZ‑mediated cefalothin resistance. Thus, fimZ appears to increase cefalothin resistance by inducing or enhancing AmpC β‑lactamase activity, while it does not provide detectable resistance to cefaloridine. {PubMed:12951338}. Overexpression of fimZ in E. coli produced an unusual deoxycholate response: growth was inhibited at 1,250 µg/ml deoxycholate but recovered at concentrations of 10,000 µg/ml or higher, indicating an unknown fimZ‑dependent deoxycholate adaptation mechanism. In addition, fimZ conferred a moderate (≈four‑fold) increase in resistance to kanamycin. {PubMed:12618449}. FimZ is a regulatory protein encoded within the Salmonella fim gene cluster. It shows homology to response regulators of two‑component systems and binds in vitro to a site located ~50–100 bp upstream of the fimA promoter. Together with the co‑activator FimY, FimZ is essential for activation of fimA transcription and consequently for the production of type 1 fimbriae. Thus, FimZ functions as a transcriptional activator (or positive regulator) of the fimA operon, required for the fimbriate phenotype. {PubMed:11359580}.	Participates in the fimbriae system that contributes to cell adhesion and biofilm formation. {PubMed:17222132}. Activates transcription of the type 1 fimbrial operon by binding the fimA promoter region upstream of the transcription start site. {PubMed:10816478, PubMed:11133935, PubMed:11359580}. Requires the co‑activator FimY for full activation and is negatively regulated by FimW. {PubMed:11133935}. Represses the flagellar master operon flhDC, leading to decreased transcription of class 2 and class 3 flagellar genes and reduced bacterial motility. {PubMed:11807085}. Increases resistance to the cephalosporin cefalothin by inducing or enhancing AmpC β‑lactamase activity. {PubMed:12951338}. Modulates deoxycholate tolerance, allowing growth at very high deoxycholate concentrations. {PubMed:12618449}. Confers moderate (≈four‑fold) resistance to kanamycin. {PubMed:12618449}.	Yes	dna binding, dna binding transcription factor activity, transcription factor binding	dna metabolic process; cellular component organization; developmental process; response to stimulus; signaling		skip
P0AEQ1	glcG yghC b2977 JW2944				glcG yghC b2977 JW2944	8606183,26950748,10496912,40742148	glcG encodes one of the subunits of the glycolate oxidase enzyme complex in Escherichia coli. The glycolate oxidase catalyzes the oxidation of glycolate to glyoxylate. In this study, glcG was deleted (along with glcD, glcE, and glcF) to inactivate glycolate oxidase, thereby preventing glycolate degradation and increasing glycolate availability for conversion into glycolyl‑CoA and incorporation into poly(lactate‑co‑glycolate) (PLGA). {PubMed:26950748}.	Encodes a subunit of the glycolate oxidase complex. {PubMed:26950748}. Catalyzes the oxidation of glycolate to glyoxylate. {PubMed:26950748}. Inactivation of glycolate oxidase prevents glycolate degradation and increases glycolate availability for conversion into glycolyl‑CoA and incorporation into poly(lactate‑co‑glycolate) (PLGA). {PubMed:26950748}.	Yes	catalytic activity	carbohydrate metabolic process; carbohydrate derivative metabolic process; catalytic process		skip
P0AET5	hdeD yhiA b3511 JW3479				hdeD yhiA b3511 JW3479	34694904,32117137,31928702,15912452,34402641,24156762,35269716,17259322,28802266,29294085	Encodes a membrane protein that provides acid‑stress resistance in avian pathogenic Escherichia coli (APEC). Its transcription is directly activated by the RstA response regulator of the RstA/RstB two‑component system; loss of rstAB markedly reduces hdeD expression. hdeD is required for optimal growth at low pH, and its deletion leads to impaired growth under acidic conditions. The gene also contributes to virulence: hdeD mutants show reduced mortality in 1‑day‑old chicks, lower bacterial loads in blood, liver and lung of infected chickens, and diminished intracellular survival within chicken macrophage HD‑11 cells. Therefore, hdeD functions as an acid‑resistance factor that enhances APEC survival in acidic host environments and promotes pathogenicity. {PubMed:31928702}. In Escherichia coli, hdeD encodes a ~25 kDa protein with six transmembrane helices that belongs to the COG3247 (HdeD) family. Its exact biochemical activity is unknown, but it is acid‑inducible and negatively regulated by higher pH and by the H‑NS and TorS/TorR regulatory systems, leading to the hypothesis that it participates in an acid‑stress defence mechanism. Experimental deletion of hdeD (ΔhdeD) revealed that the mutant strain is less sensitive than wild‑type cells to low pH and to the combined stresses of low pH, high NaCl, and reduced temperature, indicating that loss of HdeD modestly improves survival under these abiotic stresses, possibly because the protein is metabolically costly rather than functioning as a membrane transporter. {PubMed:15912452}. In this study, HdeD is employed as an anchor protein for Escherichia coli cell‑surface display. The C‑terminal region of HdeD is fused to heterologous β‑xylosidases (e.g., Tfu1616 and BSU17580), enabling the enzymes to be presented on the outer membrane of E. coli. This anchoring facilitates extracellular hydrolysis of xylooligosaccharides, allowing the engineered strains to grow on these oligosaccharides as a carbon source. {PubMed:24156762}. HdeD is a predicted inner membrane protein encoded within the Escherichia coli acid fitness island. It is required for the high‑cell‑density–dependent acid resistance mechanism that operates at extremely low pH (≈pH 2.1). Deletion of hdeD abolishes the survival advantage seen in dense cultures, causing rapid loss of viability similar to a gadE mutant. The protein appears to act downstream of the GadE regulator and is necessary for cells to receive and/or implement the cell‑density survival signal, although its precise biochemical activity remains unknown. {PubMed:17259322}. Encodes a hypothetical transmembrane protein that is part of the envelope‑stress module of the locus of heat resistance (LHR). Deletion of hdeD markedly reduces heat‑resistance, demonstrating that HdeD is required for the high‑level heat‑resistant phenotype conferred by the LHR. Together with YfdX1 and YfdX2, HdeD likely contributes to maintaining the integrity and function of the cytoplasmic membrane or periplasmic proteins during heat stress, thereby supporting envelope stress protection and overall heat‑resistance. {PubMed:28802266}. The hdeD gene encodes a membrane protein that participates in an acid‑resistance mechanism operating at high cellular density. It is part of an acid‑fitness island and its transcription is directly activated by the acid‑stress regulators GadX and GadE. hdeD mRNA is most strongly expressed during stationary phase, consistent with a role in protecting cells under acidic conditions when the culture reaches high optical density. Although the precise biochemical activity of the HdeD protein remains poorly defined, the article describes it as an acid‑resistance membrane protein contributing to the cell’s ability to survive low‑pH environments. {PubMed:29294085}.	Provides acid‑stress resistance, enabling optimal growth at low pH and enhancing survival in acidic host environments, thereby contributing to virulence in avian pathogenic E. coli. {PubMed:31928702, PubMed:17259322, PubMed:29294085}. Contributes to a high‑cell‑density‑dependent acid‑resistance mechanism that operates at extremely low pH (≈pH 2.1) and acts downstream of the GadE regulator to transmit the cell‑density survival signal. {PubMed:17259322, PubMed:29294085}. Modulates sensitivity to combined abiotic stresses; loss of HdeD modestly improves survival under low pH together with high NaCl and reduced temperature, suggesting the protein imposes a metabolic cost. {PubMed:15912452}. Acts as a membrane‑anchoring platform for heterologous enzymes, enabling cell‑surface display and extracellular hydrolysis of xylooligosaccharides to support growth on these substrates. {PubMed:24156762}. Is required for high‑level heat resistance as part of the locus of heat resistance (LHR) envelope‑stress module, likely maintaining membrane or periplasmic protein integrity during heat stress. {PubMed:28802266}. Is transcriptionally activated by the RstA response regulator, GadX and GadE, and is negatively regulated by higher pH, H‑NS and the TorS/TorR system, reflecting tight control in response to acid and envelope stress. {PubMed:31928702, PubMed:15912452, PubMed:29294085}.	No	structural molecule activity, other molecular function	response to stimulus; homeostatic process; cellular component organization; signaling; carbohydrate metabolic process		skip
P0AEV4	hycA hevA b2725 JW2695	FUNCTION: Regulatory protein for the formate hydrogenlyase system. Could act by directly interacting with FhlA or by preventing the binding of FhlA to the upstream activatory sequence (PubMed:1625581). Also down-regulates expression of the hyf operon (PubMed:12426353). {ECO:0000269|PubMed:12426353, ECO:0000269|PubMed:1625581}.			hycA hevA b2725 JW2695								skip
P0AEV7	hycH hevH b2718 JW2688	FUNCTION: Seems to be required for the conversion of a precursor form of the large subunit of hydrogenlyase (HycE) into a mature form. {ECO:0000269|PubMed:1625581}.			hycH hevH b2718 JW2688								skip
P0AEX5	prkB yhfF b3355 JW3318		CATALYTIC ACTIVITY: Reaction=D-ribulose 5-phosphate + ATP = D-ribulose 1,5-bisphosphate + ADP + H(+); Xref=Rhea:RHEA:19365, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:57870, ChEBI:CHEBI:58121, ChEBI:CHEBI:456216; EC=2.7.1.19;	2.7.1.19	prkB yhfF b3355 JW3318	2834328,2156801,2108123,1939098	The prkB gene encodes a phosphoribulokinase (PRK) enzyme that catalyzes the ATP‑dependent phosphorylation of ribulose‑5‑phosphate to ribulose‑1,5‑bisphosphate, the CO₂‑acceptor molecule of the Calvin cycle. In Rhodobacter sphaeroides, prkB is located about 3.5 kb upstream of the form II ribulose‑1,5‑bisphosphate carboxylase/oxygenase large‑subunit gene (rbpL) and is part of a gene cluster that also contains a fructose‑1,6‑bisphosphatase gene (fbpB). The PRK encoded by prkB is isofunctional with the PRK encoded by prkA; the two enzymes are immunologically indistinguishable and likely share coordinated regulation within the Calvin‑cycle gene clusters. {PubMed:2834328}. The prkB gene encodes the form II phosphoribulokinase (PrkB), an enzyme of the Calvin cycle that phosphorylates ribulose‑5‑phosphate to ribulose‑1,5‑bisphosphate, thereby enabling CO₂ fixation.  PrkB is located in the form II genetic region on the smaller chromosome of Rhodobacter sphaeroides and functions together with the form II RuBisCO (rbcR) to support photosynthetic (photoheterotrophic) growth, especially when CO₂ levels are saturating.  Mutational analysis showed that loss of PrkB reduces or eliminates CO₂‑dependent growth under high CO₂, lengthens generation times, and diminishes RuBisCO activity, indicating that PrkB is essential for efficient CO₂ assimilation and redox balancing under these conditions.  Additionally, the presence of functional PrkB influences transcriptional regulation of the unlinked form I region (including rbcL and rbcR), demonstrating an interdependent regulatory network between the two Calvin‑cycle gene clusters.  In the absence of PrkB, expression of the form I phosphoribulokinase (PrkA) is derepressed, suggesting that PrkB normally exerts a negative effect on prkA transcription or mRNA stability.  Overall, PrkB provides a distinct, CO₂‑responsive phosphoribulokinase activity that complements PrkA and is crucial for optimal CO₂ fixation and photoheterotrophic growth at high CO₂ concentrations. {PubMed:2156801}. prkB encodes one of the two phosphoribulokinase (Prk) enzymes in Rhodobacter sphaeroides.  Prk catalyzes the ATP‑dependent phosphorylation of ribulose‑5‑phosphate to produce ribulose‑1,5‑bisphosphate, the substrate for ribulose‑1,5‑bisphosphate carboxylase/oxygenase (RuBisCO) in the Calvin cycle.  Thus, PrkB participates in CO₂ fixation and serves as an essential component of the Calvin cycle that provides an electron sink and helps maintain cellular redox balance during photoheterotrophic growth.  Mutations in prkB eliminate CO₂ utilization through the Calvin cycle and affect the expression and activity of RuBisCO, especially under varying CO₂ concentrations. {PubMed:2108123}.	Catalyzes the ATP‑dependent phosphorylation of ribulose‑5‑phosphate to ribulose‑1,5‑bisphosphate, the CO₂‑acceptor substrate of the Calvin cycle. {PubMed:2834328, PubMed:2156801, PubMed:2108123}. Provides essential CO₂ assimilation and redox‑balancing activity during photoheterotrophic growth, especially under high CO₂ conditions. {PubMed:2156801, PubMed:2108123}. Works together with form II RuBisCO (rbcR) to support photosynthetic (photoheterotrophic) growth when CO₂ is saturating. {PubMed:2156801}. Negatively regulates transcription of the form I phosphoribulokinase gene prkA and influences expression of other form I Calvin‑cycle genes (rbcL, rbcR). {PubMed:2156801}. Is isofunctional with the form I phosphoribulokinase PrkA, immunologically indistinguishable, and shares coordinated regulation within Calvin‑cycle gene clusters. {PubMed:2834328}.	Yes	catalytic activity, small molecule binding, carbohydrate derivative binding, metal ion binding	carbohydrate metabolic process, carbohydrate derivative metabolic process		skip
P0AEY1	marC ydeB ydeC b1529 JW1522				marC ydeB ydeC b1529 JW1522	30953756,35704183,33176216,35085790,36050784,39662505,37167436,28803022,36863174,39178862							skip
P0AF45	yjbE b4026 JW3986				yjbE b4026 JW3986	17379715,16385049	yjbE encodes a small (~80 aa) periplasmic protein with a C‑terminal threonine-rich tail that is transcribed as part of the yjbEFGH operon. The operon is positively regulated by the RcsCDB phosphorelay (RcsA‑dependent) and its overexpression leads to the synthesis of an extracellular polysaccharide (EPS) that binds Congo red and toluidine blue‑O. Although yjbE alone does not appear to possess enzymatic activity, it is predicted to function together with the other Yjb proteins (YjbF, YjbG, YjbH) in the production and/or secretion of this novel EPS, distinct from colanic acid and PGA. The yjbE transcript is unusually abundant compared with downstream genes, likely due to a strong stem‑loop structure in the intergenic region that stabilises the upstream mRNA. {PubMed:17379715}. The article reports that yjbE encodes a protein of unknown molecular function. Deletion of yjbE caused a ≥40 % reduction in E. coli biofilm formation, indicating that the gene positively contributes to biofilm development. No further biochemical activity or cellular role is described. {PubMed:16385049}. Encodes YjbE, a small (~80 aa) periplasmic protein that is the first gene of the yjbEFGH operon. This operon is transcriptionally activated by the RcsCDB phosphorelay (RcsA‑dependent) and is required for the synthesis/secretion of a novel exopolysaccharide (EPS) in Escherichia coli K‑12. Overexpression of the entire yjbEFGH operon, including yjbE, leads to increased EPS production and altered colony morphology, indicating that YjbE contributes to EPS biosynthesis or export, although its precise enzymatic role remains unknown. {PubMed:17379715}. The gene JW3986 encodes YdgG (also named TqsA), a predicted multi‑pass inner‑membrane protein that functions as a transporter influencing quorum‑sensing signal autoinducer‑2 (AI‑2) flux. YdgG promotes the export of AI‑2 (or blocks its uptake), thereby lowering intracellular AI‑2 levels and increasing extracellular AI‑2 activity. Through this activity it negatively regulates biofilm formation, cell motility, and expression of flagellar, fimbrial, curli, colanic‑acid, and other biofilm‑related genes. Deletion of JW3986 results in a dramatic increase in biofilm thickness (≈7,000‑fold) and biomass (≈574‑fold), a ~6‑fold rise in swimming motility, higher intracellular AI‑2 (10‑fold) and lower extracellular AI‑2 (13‑fold), and altered susceptibility to several antimicrobials (increased resistance to crystal violet, streptomycin, etc.). Thus, JW3986/YdgG/TqsA acts as an AI‑2 transport protein that modulates quorum‑sensing‑controlled pathways governing biofilm development, motility, and drug resistance. {PubMed:16385049}.	Is transcriptionally activated by the RcsCDB phosphorelay (RcsA‑dependent). {PubMed:17379715}. Participates in the production and/or export of a novel exopolysaccharide distinct from colanic acid and PGA, with overexpression increasing EPS synthesis. {PubMed:17379715}. Promotes biofilm formation, as deletion reduces biofilm development by ≥40 %. {PubMed:16385049}. Exports autoinducer‑2, lowering intracellular AI‑2 levels and increasing extracellular AI‑2 activity, thereby negatively regulating biofilm formation, swimming motility and expression of flagellar, fimbrial, curli and colanic‑acid genes. {PubMed:16385049}. Modulates antimicrobial susceptibility, increasing resistance to crystal violet, streptomycin and other agents. {PubMed:16385049}.	Yes	transporter activity, small molecule binding	carbohydrate metabolic process; carbohydrate derivative metabolic process; signaling; behavior; response to stimulus; developmental process		skip
P0AF54	yjcH b4068 JW4029				yjcH b4068 JW4029	31046828,17273855,29986728,19861135	yjcH encodes a hypothetical membrane protein that is part of the acs‑yjcH‑actP operon, which constitutes an acetate assimilation system in avian pathogenic Escherichia coli (APEC). This operon is highly up‑regulated during infection of macrophages and enables the bacterium to import and metabolize acetate as a carbon and energy source when acetate is scarce. Deletion of yjcH (together with acs and actP) impairs APEC growth on acetate as the sole carbon source, reduces intracellular replication within macrophages, diminishes cytotoxicity toward macrophages, lowers induction of pro‑inflammatory cytokines and nitric oxide, and attenuates virulence and early lung colonization in avian infection models. Thus, yjcH functions as a component of the acetate uptake/permease system that supports acetate metabolism, intracellular survival, and virulence of APEC. {PubMed:31046828}. yjcH is a component of the acs‑yjcH‑actP operon that is co‑transcribed with the acetyl‑CoA synthetase gene (acs) and the acetate permease gene (actP). The operon is involved in acetate uptake and utilization; its transcription is low when glucose is abundant and increases under acetate‑limiting conditions, showing a negative correlation with acetate formation during overflow metabolism. {PubMed:17273855}. The article describes yjcH as a putative inner membrane protein that is co‑transcribed with the acetyl‑CoA synthetase gene (acs) and the acetate permease gene (actP). Its transcription is linked to acetate metabolism, showing significant down‑regulation at higher dilution rates in continuous cultures. {PubMed:29986728}. The article describes yjcH as a component of the acs‑yjcH‑actP operon, which is involved in acetate utilization and transport in Escherichia coli K12 MG1655. During the accelerostat experiments, expression of yjcH (together with acs and actP) was strongly repressed (more than 20‑fold) when the specific growth rate increased from 0.30 h⁻¹ to 0.47 h⁻¹, indicating that down‑regulation of this operon coincides with loss of glucose‑acetate co‑utilization and the onset of overflow metabolism. Thus, yjcH functions as part of the acetate uptake/activation system that enables the cell to assimilate acetate under low‑growth‑rate conditions. {PubMed:19861135}.	Component of the acetate uptake/permease system that imports acetate for assimilation as a carbon and energy source, especially under acetate‑limiting or low‑growth‑rate conditions. {PubMed:31046828, PubMed:17273855, PubMed:29986728, PubMed:19861135}. Contributes to intracellular survival and replication within macrophages, enhances cytotoxicity toward macrophages, promotes induction of pro‑inflammatory cytokines and nitric oxide, and is required for full virulence and early lung colonization in avian infection models. {PubMed:31046828}. Expression is transcriptionally up‑regulated during macrophage infection and under acetate‑limiting conditions, and down‑regulated in the presence of excess glucose, at high dilution rates or high specific growth rates, correlating inversely with acetate formation during overflow metabolism. {PubMed:31046828, PubMed:17273855, PubMed:29986728, PubMed:19861135}.	Yes	transporter activity	immune system process, carbohydrate metabolic process, response to stimulus		skip
P0AF78	yjfJ b4182 JW4140				yjfJ b4182 JW4140	24361331	YjfJ is a 232‑amino‑acid homologue of the phage shock protein A (PspA) in Escherichia coli. The article notes that YjfJ lacks the conserved proline 25 and the N‑terminal amphipathic helix (ahA) found in PspA, but contains a predicted amphipathic helix B (ahB) that is slightly shorter. It also lacks the coiled‑coil structures of PspA HD3 and HD4, and therefore does not form the high‑order oligomers characteristic of PspA; purified YjfJ runs on native gels exclusively as a low‑order oligomer. The authors propose that YjfJ may have a distinct, membrane‑stress‑related effector function in enterobacteria, possibly acting together with the adjacent yjfMC genes that are involved in adaptation to metabolic shutdown caused by membrane stress and dissipation of the proton‑motive force. {PubMed:24361331}. The article identifies JW4140 as the plasmid‑encoded source of the Escherichia coli protein YjfJ, a homologue of the phage shock protein A (PspA). YjfJ shares the C‑terminal amphipathic helix B (ahB) with PspA but differs in its N‑terminal region: it lacks the conserved proline at position 25 (P25) and does not possess the fourth α‑helical domain (HD4) that is required for high‑order oligomer formation in PspA. Consequently, purified YjfJ runs on native gels exclusively as a low‑order oligomer, unlike PspA which forms high‑order (up to ~36‑mer) oligomers that bind the inner membrane and repair stress‑damaged membranes. The study suggests that YjfJ may represent a specialized PspA‑like protein that, because of its structural differences, is unable to form the high‑order effector complexes of PspA and therefore likely has a distinct or limited role in the bacterial envelope stress response. No specific physiological role beyond being a PspA‑like protein is detailed. {PubMed:24361331}.	Contributes to membrane‑stress adaptation, possibly together with the adjacent yjfMC gene products, by responding to metabolic shutdown caused by membrane stress and dissipation of the proton‑motive force. {PubMed:24361331}. Forms only low‑order oligomers and does not assemble high‑order complexes that bind the inner membrane to repair stress‑damaged membranes, suggesting a distinct or limited role in the bacterial envelope stress response. {PubMed:24361331}.	No	other molecular function	cellular component organization; homeostatic process; response to stimulus		skip
P0AF80	yjfL b4184 JW4142				yjfL b4184 JW4142								skip
P0AF82	yjfN b4188 JW5742				yjfN b4188 JW5742	40907937,29109189,28947671	YjfN is a small periplasmic protein that functions as a ‘suicide activator’ of the DegP/HtrA serine protease. It binds DegP via its C‑terminal hydrophobic tail, allosterically stimulating DegP’s proteolytic activity and altering its substrate selectivity, allowing DegP to degrade proteins (e.g., denatured OmpA) that are not normally recognized. YjfN expression is tightly up‑regulated by the Cpx envelope stress response, limiting its activity to conditions where misfolded periplasmic proteins accumulate. Upon activation of DegP, YjfN itself is degraded by DegP, providing a self‑limiting, fail‑safe mechanism. {PubMed:29109189}. YjfN is a small periplasmic protein (≈70 aa after signal peptide removal) that is highly up‑regulated by the Cpx envelope stress response. It serves as a “suicide activator” of the periplasmic protease DegP: YjfN binds to DegP via its hydrophobic C‑terminal residue, is itself degraded by DegP, and while being degraded it allosterically activates DegP in trans. This activation enhances DegP’s ability to degrade otherwise poorly recognized misfolded substrates such as denatured OmpA, and allows DegP to degrade SurA‑bound OmpA but not Skp‑bound OmpA. YjfN also prevents aggregation of OmpA’s periplasmic domain, though this anti‑aggregation effect is secondary to DegP activation. Overexpression of YjfN improves cell viability under high‑temperature misfolded‑protein stress, especially when DegP activity is compromised (e.g., DegP_A184S variant). Thus, YjfN functions as a stress‑responsive periplasmic factor that transiently activates DegP proteolysis to alleviate envelope protein‑misfolding stress. {PubMed:28947671}.	Binds DegP via its C‑terminal hydrophobic tail and allosterically activates DegP proteolysis, altering substrate selectivity to enable degradation of misfolded proteins such as denatured OmpA. {PubMed:29109189, PubMed:28947671}. Is degraded by DegP during activation, providing a self‑limiting suicide mechanism. {PubMed:29109189, PubMed:28947671}. Prevents aggregation of the OmpA periplasmic domain. {PubMed:29109189, PubMed:28947671}. Is transcriptionally up‑regulated by the Cpx envelope stress response, linking its activity to envelope protein‑misfolding stress. {PubMed:29109189, PubMed:28947671}. Enhances cell viability under high‑temperature misfolded‑protein stress, particularly when DegP activity is compromised. {PubMed:29109189, PubMed:28947671}.	No	enzyme regulator activity	protein metabolic process; response to stimulus; homeostatic process; cellular component organization		skip
P0AF86	yjfY b4199 JW4157				yjfY b4199 JW4157								skip
P0AFI9	perM yfgO b2493 JW2478				perM yfgO b2493 JW2478	29228224,38520490,39259602,37628817,36128572,36437333,35568342,35320634,33025172,32429211,28645581,7685830	The article states that yfgO encodes an inner membrane protein. A mutation in yfgO was found to increase isopropanol (IPA) tolerance in Escherichia coli, although its precise physiological role in IPA or other alcohol tolerance is not further elucidated. {PubMed:28645581}.	Localizes to the inner membrane. {PubMed:28645581}. Modulates isopropanol tolerance. {PubMed:28645581}.	No	other molecular function	response to stimulus		skip
